SentenceId,Phrase,Sentiment
2230,boll uses lot quick cutting blurry stepprinting goose things  dopey dialogue inadequate performances kill effect ,0
2231, unlikable  uninteresting  unfunny  completely  utterly inept ,0
2232,creepy  intermittently powerful study selfdestructive man  unsettling watch exploratory medical procedure autopsy ,3
2233,crassness reactionary thriller matched ridiculousness premise ,1
2234,porky s revenge  ultimate edition ,2
2235,meaningful memorable  frosting nt   nt turn big bowl  ,3
2236,bogdanovich puts history perspective  kirsten dunst s remarkable performance  showcases davies young woman great charm  generosity diplomacy ,3
2237,chicken heart  crush goes absurd lengths duck issues raises ,1
2238,m mentally challenged getting fair shot movie business  surely nt collection keening selfmutilating sideshow geeks ,2
2239,worth seeing  charm quickly fades ,2
2240,man elysian fields doomed smallness  elevated  kind movie enjoy re lucky sought ,3
2241,s interesting unfaithful whatsoever ,0
2242,s films ,0
2243,peerlessly unsettling ,1
2244,maybe reading minds audience ,3
2245,sly female empowerment movie  way expect ,3
2246,la salle s performance  best stuttering script ,2
2247, movie feels stitched stock situations characters movies ,1
2248,remains seen statham crimeland action genre   says ,2
2249,ways similar catherine breillat s fat girl  rain far superior film ,4
2250,shows studios firmly believe people lost ability think forgive shoddy product long s little girlongirl action ,0
2251,pottymouthed pg13  hilariously raunchy south park  strangely schizo cartoon suited kids adults ,1
2252,poorly scripted  preachy fable forgets unfolding coherent  believable story zeal spread propaganda ,2
2253,lrb rrb rare movie makes reassess basis lives evaluate truly world meaningless activity ,2
2254,big musical number like  praise lord  s god second chances  nt  enjoyable choice younger kids ,3
2255,director  paxton surprisingly brilliant  deftly sewing confusing horrifying vision intense engrossing headtrip ,4
2256,toback s deranged immediacy makes fresh ,3
2257,stanley kwan directed best gay love stories  best love stories stripe ,4
2258,s neat twist  subtly rendered  wrapped things 80 minutes  kang tacks endings ,2
2259,godard s ode tackling life s wonderment rambling incoherent manifesto vagueness topical excess  praise love remains ponderous pretentious endeavor s unfocused tediously exasperating ,0
2260,amazingly dopey ,3
2261,s hard imagine small children impressed tired retread ,0
2262,beautifully shot dull ankledeep  epic  ,1
2263,performances main actresses bring characters life ,3
2264,emotional overload female angst irreparably drags film ,0
2265,comedian  like subjects  delivers goods audiences fun  nofrills ride ,3
2266,lrb woo s rrb resonant film killer ,3
2267,muccino exploring idea human beings long nt  gets trouble ,3
2268,lulls  emotions authentic  picture lovely end  nt notice 129minute running time ,4
2269,movie surprises  biggest secret ballot comedy  gentle biting ,3
2270,fascinating case study flowerpower liberation  price paid ,4
2271,pacing deadly  narration helps little naipaul  juicy writer  negated ,0
2272,director  mark pellington  terrific job conjuring sinister  menacing atmosphere unfortunately story gives flashing red lights  rattling noise  bump head ,3
2273, crime punishable chainsaw ,1
2274,delivers fair share saucy hilarity ,3
2275,mystery unravels  characters respond hitting ,2
2276,s sadistic bike flick vittorio sica proud ,3
2277,meticulously uncovers trail outrageous force craven concealment ,3
2278,pretty funny movie  humor coming   incongruous chemically perfect teaming crystal niro ,4
2279,great terrible story  mr nelson film undeniably worthy devastating experience ,3
2280, remembered 911 terrorist attacks ,2
2281,rest  sitting dahmer s hours amounts little punishment ,0
2282,tiring ,1
2283,re  ll good time  ,3
2284,occasionally funny  inspiring  boring ,2
2285,surface silly comedy  scotland  pa forgettable nt clever adaptation bard s tragic play ,3
2286,cassavetes thinks s making dog day afternoon cause  s reduce touches shrill  didactic cartoon ,1
2287, delivers moments inspiration amid bland animation simplistic story ,2
2288,wallowing characters  frustrations  movie busy contriving false  sitcomworthy solutions problems ,1
2289,fans critics  darling band wilco marvel murky  brooding look trying break heart ,3
2290,truly wonderful tale combined stunning animation ,4
2291,think making sense  happens tells sense ,1
2292,easily best exciting movies year ,4
2293,daring beautifully ,4
2294,impenetrable insufferable ball pseudophilosophic twaddle ,1
2295,movie tepid exercise trotting formula worked years ago lost fizz ,0
2296,point k19  widowmaker viewer feel enveloped story  meant universal themes loyalty  courage dedication common goal  leave lot ,2
2297,lightweight  uneven action comedy freely mingles french  japanese hollywood cultures ,1
2298,leaping story line  shaped director peter kosminsky sharp slivers cutting impressions  shows signs rich condensed evocative images striking character traits ,3
2299,movie asks feel sorry mick jagger s sex life  strike ,1
2300,movie s gloomy atmosphere fascinating   movie nt stand ghost chance ,2
2301,s surely wrong comedy belly laughs come selection outtakes tacked end credits ,0
2302,confident  richly acted  emotionally devastating piece work 2002 s great film,4
2303,starts slowly  adrien brody  title role  helps film s conclusion powerful satisfying ,3
2304,jeffs created breathtakingly assured stylish work spare dialogue acute expressiveness ,4
2305,acquainted author s work  hand  fall fast asleep ,1
2306,period costume bigger budget ,2
2307, art heart  necessary ,3
2308,generous  inspiring film unfolds grace humor gradually testament faith ,4
2309,project s filmmakers forgot include halfway scary poorly rejigger fatal attraction high school setting ,0
2310,murderous maids pulls punches depiction lives papin sister events led notorious rise infamy ,3
2311,seagal appeared orange prison jumpsuit  wanted stand theater shout   hey  koolaid  ,2
2312,sort thing work  need agile performers  proficient  dull sorvino light touch  rodan league ,1
2313,film impressive sights sounds wondrous beats world offer ,4
2314,mr deeds sure lot laughs simple  sweet romantic comedy ,4
2315,pretty good little movie ,3
2316,story unoriginal come  having recycled times d care count ,1
2317,passionate  irrational  longsuffering cruel tarantula  helga figures prominently movie  helps proceedings funny grownups rugrats ,3
2318,initially gripping  eventually cloying pow drama ,3
2319,methodical  measured  gently tedious comedy  secret ballot purposefully reductive movie  s successful lodging brain ,4
2320,offers interesting look rapidly changing face beijing ,3
2321,gaunt  silverhaired leonine  lrb harris rrb brings tragic dimension savage fullbodied wit cunning aging sandeman ,3
2322,plain silly ,2
2323,s wallowing hormonal melodrama   real women curves  sweet  honest  enjoyable comedydrama young woman wants things life  fears ll mother gets fulfill dreams ,3
2324,s watching squad psychopathic underdogs whale tar unsuspecting lawmen reaches time distance ,3
2325,flat run hiphop tootsie poorly paced fit pootie tang punchlines ,0
2326,triumph pure craft passionate heart ,4
2327,imagine scenario bergman approaches swedish fatalism gary larson s far humor,3
2328,s silly hollywood action film  multitude simpleminded  yahooing death shows ,2
2329,fudged opportunity gigantic proportions  lunar mission signs life ,0
2330,deliberately skillfully uses ambiguity suggest possibilities imbue theme added depth resonance ,3
2331,works smoothly direction spielberg  convincing impersonation director enjoying immensely ,4
2332,thing s fairly lame  making par course disney sequels ,1
2333,worst  s halfbad ,3
2334,visionary marvel  s lacking depth storytelling usually anime like ,1
2335,graced kind social texture realism foreign american teen comedies ,3
2336,like bad improvisation exercise  superficially written characters ramble tediously lives  loves art re struggling create ,0
2337,threehour cinema master class ,3
2338,beresford nicely mixes humor pathos sentimental journey heart ,3
2339,past taboo subject matter  worth time ,4
2340,72yearold robert evans slowed stroke  story tell  ,3
2341,busy exciting  frantic involving  chaotic entertaining ,1
2342,precocious smarterthanthou wayward teen struggles rebel oppressive  rightwing  proprietyobsessed family ,3
2343,chekhov better chekhov  shame introduction greatest plays 100 years ,2
2344,adult themes familial separation societal betrayal head shoulders director s previous popcorn work ,3
2345,galled ve wasted nearly hours precious life silly little puddle movie ,0
2346,nt smile ,1
2347,object idea vietnam picture rahrah  patriotic tone  soldiers ultimately achieves main strategic objective  dramatizing human cost conflict came define generation ,1
2348,return neverland manages straddle line classic company runofthemill disney sequel intended home video market ,1
2349,shafer s feature nt offer terms plot acting ,1
2350,scared ,2
2351,windtalkers nt beat  ,1
2352,s funny ,3
2353,case point  doug pray s scratch ,2
2354,contains big laughs graze funny bone miss altogether  consciously dumbeddown approach wears ,1
2355,macdowell  gives solid  anguished performance eclipses nearly s ,4
2356,poster movie  mediocre tribute films like ,1
2357,peppering urban study references norwegian folktales  villeneuve creates maelstrom world bizarre credible real turns magical ,3
2358, nt know steven seagal considered star  keeps cast action films good money ,1
2359,era sopranos  feels painfully redundant inauthentic ,1
2360,ca nt believe buy stuff ,0
2361,long twinklyeyed closeups short shame ,1
2362,s plotless  shapeless   admitted  entirely humorless ,1
2363,scene drags  underscoring obvious  sentiment slathered ,1
2364,outside burger s desire kind film  s unclear project undertaken,1
2365,d watch rerun powerpuff girls,0
2366,s talking head documentary  great ,3
2367,cmon ,2
2368,director shekhar kapur screenwriters michael schiffer hossein amini tried hard modernize reconceptualize things  barriers finally prove great ,1
2369,dicaprio s best performance  easily watchable film year ,4
2370,bland songs colorful flat drawings completely serviceable quickly forgettable ,1
2371,cineasts revel visual injokes  film s verbal pokes likes miramax chief harvey weinstein s bluff personal style stylistic rigors denmark s dogma movement ,3
2372,uneven look grim future nt come close level intelligence visual splendour seen films based philip k dick stories ,1
2373,finely tuned acting compensate movie s failings ,2
2374,filmmakers  calculations ca nt rescue brown sugar curse blandness ,0
2375,dramatic crisis nt succeed quest taken seriously  huppert s volatile performance makes riveting movie experience ,2
2376,eddie murphy owen wilson cute partnership spy  movie nearly charm nt load good ,1
2377,s way kill michael myers good  stop buying tickets movies ,0
2378,makes compelling  provocative prescient viewing ,4
2379,country bears wastes exceptionally good idea ,0
2380,conforms creating game  s   characters  moves predictable consequences ,1
2381,different emotionally reserved type survival story  film refracting world war ii specific conditions man  man lost midst ,3
2382,sure  hated morning ,1
2383,rollicking ride  jawdropping action sequences  striking villains  gorgeous color palette  astounding technology  stirring music boffo hour leads strangely sinister happy ending ,4
2384,swims mediocrity  sticking head breath fresh air ,0
2385,happily  things immune folly changing taste attitude ,3
2386,great overthetop moviemaking re slaphappy mood ,4
2387,swiftly deteriorates terribly obvious melodrama roughhewn vanity project lead actress andie macdowell ,0
2388,gamely movie tries sense title character  remains huge gap film s creepy  cleancut dahmer lrb jeremy renner rrb fiendish acts earnest textbook psychologizing bridge ,0
2389,foreshadowing,2
2390,film different apple striking encourage samira makhmalbaf distinctive sensibility  working develop film language conspicuous success ,3
2391,makes sense bruckheimeresque american action flicks emulates ,1
2392,terrible ,0
2393,tiresomely derivative hammily acted ,0
2394,film s final hour  nearly previous unseen material resides  unconvincing soap opera tornatore right cut ,1
2395,witherspoon puts rest valleygirl image  s dench steals ,2
2396,lookin  sin  americanstyle ,1
2397,dolman confines shtick sentimentality  bald sloppy ,2
2398,intelligent romantic thriller oldschool kind quality ,3
2399,ring familiar ring  s unusually crafty intelligent hollywood horror ,3
2400,usual movie rahrah  pleasantly predictably delivered lowkey style director michael apted writer tom stoppard ,3
2401,intelligent deeply felt work impossible  irrevocable choices price making ,4
2402,diverse astonishingly articulate cast palestinian israeli children ,3
2403, banal bore preachy circuit turns,0
2404,disingenuous reno great film  flicks moving multiplex ,2
2405,bythenumbers yarn ,1
2406,charm satin rouge avoids obvious humour lightness ,3
2407,movie technical skill rare depth intellect feeling ,4
2408,cruel inhuman cinematic punishment  simultaneously degrades characters  stars audience ,0
2409,fun movie playing obvious game ,1
2410,photographed melancholy richness eloquently performed decidedly uncinematic ,2
2411,kapur fails audience single character worth rooting lrb worth rooting  matter rrb ,1
2412,lost dramatic conviction underlies best comedies ,1
2413,seeing seinfeld home watches appearance letterman clinical eye reminds key standup look easy  reality ,2
2414,engrossing story combines psychological drama  sociological reflection  highoctane thriller ,4
2415,movie laughter selfexploitation merge jolly softporn em powerment  ,3
2416,want understand story  re far better served source material ,0
2417,lightweight appealing ,3
2418, movie proves wrong counts ,1
2419,familiar tale  s told countless filmmakers italian   chinese   irish   latin   indian   russian  hyphenate american young men struggling balance conflicting cultural messages ,2
2420,s fun kids age ,4
2421,cast magnificent jackie chan movie stunt doubles special effects ,1
2422,koury frighteningly honestly exposes teenager s uncomfortable class resentment  turn  selfinflicted retaliation ,3
2423,terrific performances  great look  funny ,4
2424,unorthodox little film noir organized crime story includes strangest love stories ,3
2425,neatly constructed thriller ,3
2426,best silly horror movies recent memory  real shocks store unwary viewers ,4
2427,brilliant work genre 1984 uncut version sergio leone s flawed staggering time america ,4
2428,beautifully choreographed kitchen ballet simple absorbing ,3
2429,cool ,3
2430,  probing examination female friendship set dynamic decades ,2
2431,sort cute cloying material far zhang s forte shows ,2
2432,half bursts goofy energy previous disney films minutes ,2
2433,peculiar misfire tunney ca nt save ,0
2434,coppola film intoxicating atmosphere little ,3
2435,film childlike quality ,2
2436,s good material story retail clerk wanting life  movie spins wheels familiar situations repetitive scenes ,1
2437,broomfield unique approach documentary ,3
2438,lrb s rrb bit heart  expect directors little mermaid aladdin ,3
2439,inspires interested detachment ,1
2440,combines comically dismal social realism farcically bawdy fantasy redemption regeneration ,3
2441, lilo  stitch  nt edgy piece disney animation hit silver screen  film use watercolor background  dumbo  certainly ranks original years ,4
2442, outrageous bits achieve shockyouintolaughter intensity dadaist proportions ,3
2443,grating  emaciated flick ,1
2444,dense thoughtful brimming ideas complex rapidly absorbed ,2
2445,ai nt art  long shot  unlike year s lame musketeer  dumas adaptation entertains ,3
2446,s missing murder numbers real psychological grounding teens  deviant behaviour ,0
2447,master disguise awful ,0
2448,nelson s intentions good  end result justice story ,1
2449,hypnotic portrait sad  compulsive life ,3
2450,lrb film rrb tackles topic relationships straightforward  emotionally honest manner end  s impossible ascertain film  core  deeply pessimistic quietly hopeful ,3
2451,troubling powerful ,3
2452,director douglas mcgrath takes nickleby halfhearted zeal 8th grade boy delving required reading ,0
2453,s infuriating frontal s close real life sense ,1
2454,piccoli gives superb performance deep feeling ,4
2455,lrb stevens rrb stoked important film human infidelity happenstance tosses kitchen sink story overladen plot conceits ,1
2456,funny heartwarming stooping gooeyness ,3
2457,dialogue want pack raw dough ears ,0
2458,dramatically conflicted gay comingofage tale ,2
2459,wild ride movie keeps throwing fastballs ,3
2460,s bad action movie s rooting spectacle grotesque boring ,0
2461,slow  uneventful ride pretty tattered old carousel ,1
2462,olivier assayas  elegantly appointed period drama  times  padded incident way tooconscientious adaptation  threehour running time plays closer ,3
2463,like life island  movie grows boring despite scenery ,0
2464,jones delivered solidly entertaining moving family drama ,4
2465,intriguing nearmiss ,2
2466,scoobydoo nt know wants retrorefitting exercise campy recall older fans silly  nickelodeonesque kiddie flick ,1
2467, del toro maintains dark mood makes film like endure instead enjoy ,1
2468,shorter better ,2
2469,peter jackson company dazzle delight  fulfilling practically expectation longtime tolkien fan moviegoing neophyte want ,4
2470,david spade citizen kane ,1
2471,s great american adventure wonderful film bring imax ,4
2472,glorious mess ,2
2473,having seen films series  ca nt compare friday  change fact load clams left broiling sun good days ,0
2474, standard guns versus martial arts cliche little new added ,3
2475,pratfalls aside  barbershop gets greatest play timeless spectacle people talking ,3
2476,tale familiar s seen george roy hill s 1973 film   sting  ,1
2477,showtime nt particularly assaultive  feel want car chase  explosion gunfight ,1
2478,savage john waterslike humor dances edge tastelessness falling ,2
2479,victor rosa leguizamo s best movie work far  subtle richly internalized performance ,4
2480,s disappointing certain degree ,1
2481,pete s screenplay manages real natural  evenflowing tone movies able accomplish ,4
2482,thirdperson story  told hollywood  ordinary ,1
2483,fails convince audience brats losers ,1
2484,s smart  funny look arcane area popular culture  nt entirely persuasive  exposure talented performers ,3
2485,impossible  makes serial killer jeffrey dahmer boring ,2
2486, look girl tight pants big tits turn stupid  ,1
2487,chicago hugely imaginative successful casting great credit  terrific score attitude spare ,4
2488,pacino williams upping ante  characters film ,4
2489,fiercely clever subtle film  capturing precarious balance extravagant confidence exiled aristocracy cruel earnestness victorious revolutionaries ,4
2490,best didacticism carried strong sense humanism  bertrand tavernier s oftbrilliant safe conduct lrb  laissezpasser  rrb wears heart sleeve ,4
2491,movie little tired  maybe original inspiration run course ,2
2492,schrader examines crane s decline unblinking candor ,3
2493,like edward norton american history x  ryan gosling lrb murder numbers rrb delivers magnetic performance ,4
2494,love music   hard imagine having fun watching documentary ,4
2495, audience reason want effort,1
2496,relationships shift  director robert j siegel allows characters inhabit world cleaving narrative arc ,3
2497,contains substance twinkie  easy swallow  scarcely nourishing ,1
2498,minor work s denying potency miller s strange  fleeting brew hopeful perseverance hopeless closure ,2
2499,harks time movies imagination market research ,3
2500,like tarantino movie heart  alias betty richly detailed  deftly executed utterly absorbing ,3
2501,feathers definitely horse feathers  knowing  fun cinematic sandbox ,3
2502,truth stranger fiction ,2
2503,lacks book  film pack suspense ,3
2504,s masterpeice ,4
2505,diverting french comedy husband cope pesky moods jealousy ,2
2506,little ponderous work shallow entertainment  remotely incisive qualify drama  monsoon wedding serves whet s appetite bollywood films ,1
2507,feels untidily honest ,2
2508,big whoop  new  zero thrills  flashbacks choppy ending bad film ,0
2509,feels slight  extended short  albeit smartest kids class ,2
2510,chilling tale great crimes 20th century france  murder rich women servants 1933 ,3
2511,kind movie leaves vague impressions nasty aftertaste little clear memory operational mechanics ,1
2512,s1m0ne s satire subtle  effective ,3
2513,s gratuitous long  schwentke fulfilling grossout quota anticipated audience demographic instead shaping material fit story ,2
2514,lrb toback s rrb fondness fancy splitscreen  stuttering editing pompous references wittgenstein kirkegaard  blends uneasily titillating material ,1
2515,cat s meow marks return form director peter bogdanovich ,3
2516,director plays straight  turning leys  fable listless climb social ladder ,1
2517,limited sets small confined dark spaces homages classic lowbudget film noir movie ,2
2518,written assembled  frankensteinlike   marginally better shootemups ,2
2519,time  old mib label stands milder nt better ,1
2520,arthouse core  read lips genrecurling crime story revives freewheeling noir spirit old french cinema ,3
2521,based dave barry s popular book  movie benefits having real writer plot characters  moves overlapping story ,3
2522,despite charm heart  quirky soccer import forgettable,1
2523,weird thing santa clause 2  purportedly children s movie  engage children emotionally ,1
2524,scifi technosex thriller starts bizarre keeps getting weirder ,2
2525,hiphop rarely comes alive firebreathing entity picture ,1
2526,origin story told  characters disappoint values original comic books ,2
2527,inconsequential roadandbuddy pic ,1
2528,disney s cinderella proved  dream wish heart makes   cinderella ii proves nightmare wish studio s wallet makes ,1
2529,strenuously unfunny showtime deserves hook ,0
2530,jonathan parker s bartleby beallendall modernoffice anomie films ,3
2531,great cast great idea ,4
2532,ozpetek offers aids subtext  skims realities gay sex  presents tired old vision gay community allinclusive world uptight  middle class bores like antonia feel good ,0
2533,movie fails portray literarily talented notorious subject dirty old man ,0
2534,hailed clever exercise neohitchcockianism  clever satisfying picture accurately chabrolian ,4
2535, synthetic  best description wellmeaning  beautifully produced film sacrifices promise highpowered star pedigree ,1
2536,noholdsbarred cinematic treat ,4
2537,quiet american nt bad film  s easily wait pay view dollar ,1
2538,animation backdrops lush inventive  return neverland manages elusive  lovely place suspend disbelief ,2
2539,fetid underbelly fame looked uglier ,1
2540,witless watchable ,2
2541,sensitive astute feature annesophie birot ,3
2542,charms lead performances allow forget film s problems ,3
2543,dark comedy goes sick demented humor simply ,1
2544, miller  kuras actresses personal velocity intricate  intimate intelligent journey ,3
2545,wellmeaning movie  stand future years eloquent memorial world trade center tragedy ,3
2546,clearly wellintentioned  crosscultural soap opera painfully formulaic stilted ,1
2547,bad romances  kind movie deserves chance shine ,3
2548,lrb shyamalan rrb continues cut swathe mainstream hollywood  retaining integrity refusing compromise vision ,3
2549,redeems film cast  particularly yayas ,3
2550,way tolerate insipid  brutally clueless film large dose painkillers ,0
2551,thing sure  movie tell lot lily chouchou ,2
2552, birthday girl  actor s movie foremost ,3
2553,despite floating narrative  remarkably accessible haunting film ,4
2554,movies catches bigger   archetypal desire enjoy good trash ,4
2555,people thought hard  mothman prophecies  ,2
2556,antihuman big studio picture 3000 miles graceland ,2
2557,thing  swept away  hour thirtythree minutes spent watching waste time ,0
2558,preposterously melodramatic paean gangmember teens brooklyn circa 1958 ,2
2559,jacquot s strategy allows cast benefit able performances  demonstrating vividly beauty power opera reside primarily music ,3
2560,visually captivating ,4
2561,unfortunately  s precisely arthur dong s family fundamentals ,1
2562,hollywood ending share belly laughs lrb including knockout closing line rrb  movie winds feeling like great missed opportunity ,1
2563,film interesting odd probably work better real documentary insinuation mediocre acting fairly trite narrative ,1
2564,culture headed toilet ferocity frozen burrito allnight tequila bender  know ve seen  jackass  movie  ,0
2565,short masterpiece  challenging ,4
2566,frankly  s kind insulting  men women ,0
2567,respectable uninspired thriller s intelligent considered details  ultimately weak impact ,2
2568,worst movies year ,0
2569,ignore reputation  ignore film ,1
2570,predictably soulless technotripe ,0
2571,englishlanguage version  honor miyazaki s teeming unsettling landscape  conflicted complexity characters ,2
2572,skills calculus major mit required balance formulaic equations longwinded heist comedy cletis tout ,1
2573,expect major discoveries  stylish sizzle  film sits square conviction touching good sense experience women ,3
2574,nicholson s understated performance wonderful ,4
2575,s s notatallgood ,1
2576,suspect interesting ways dealing subject ,1
2577,s quirky  offbeat project ,3
2578,poignancy jostling farce  thoughtful dialogue elbowed aside oneliners  visual style incorporates rotoscope animation apparent reason  maybe  looks neat ,1
2579,stuffy   morally ambiguous shout ,1
2580,dominant christine  sylvie testud icily brilliant ,3
2581,effort results honest  film bleak s hardly watchable ,0
2582,viva le resistance ,3
2583,child s story matters ,2
2584,spend benjamins matinee ,2
2585, lesson prehistoric hilarity ,2
2586,tone rueful compassion  reverberates film  meaning impact sadly heightened current world events ,3
2587,overall fabric hypnotic  mr mattei fosters moments spontaneous intimacy ,4
2588,doubt peter ofallon nt original bone body  rumor angels dispel ,0
2589,animated sequences perfectly constructed convey sense childhood imagination creating adventure angst ,4
2590,choppy  overlong documentary  lifestyle  ,1
2591,stodgy  soap operaish dialogue  rest cast comes stick figures reading lines teleprompter ,0
2592,nt laughed hard years ,4
2593,cast alist brit actors  worth searching ,4
2594,new film anton chekhov s cherry orchard puts  ick   classic  ,1
2595,movie crafted  executed ,4
2596,s anchored splendid performances honored screen veteran sparkling newcomer instantly transform believable motherdaughter pair ,4
2597,benigni s italian pinocchio easier sit hastily dubbed disaster ,0
2598,despite overwrought ending  film works performances ,3
2599,cinematic pyrotechnics aside  thing avary care mean giggles pulchritude ,1
2600,good  good  rest runs mildly unimpressive despairingly awful ,2
2601,watching actors play intensely  restraint  treat ,3
2602,s positive thing said new rob schneider vehicle ,2
2603,infuriatingly quirky taken style ,1
2604,watching queen damned like reading research paper  special effects tossed ,1
2605,adam sandler s crazy nights grows  like rash ,0
2606,actresses worked story women portray convincingly  viewers nt background characters involving individuals types ,2
2607,complex psychological drama father returns son s home decades away ,3
2608,movie contrived  nonsensical formulaic  come think  dayold shelf appropriate location store ,0
2609,minor film major pleasures portuguese master manoel oliviera ,4
2610,veggietales fans  appetizing dish asparagus ,4
2611,reallife story genuinely inspirational  movie stirs ,4
2612,lrb gayton s script rrb telegraphs discovery layers gloss convenience ,3
2613, s singleminded john carpenter s original  s sure lot smarter unnerving sequels ,3
2614,starts 1950 s doris day feel gets ugly  fast ,1
2615,blessed fine  nuanced lead performances ,3
2616,s ,3
2617,re paying attention   big twists  pretty easy guess  nt movie entertaining ,2
2618,re comic fan  ca nt miss ,4
2619,earnest heartfelt undernourished plodding ,3
2620,fairytale formula  serves paper skeleton good acting  dialogue  comedy  direction especially charm ,4
2621,pipe dream charms ,3
2622,pointed little chiller frightening seductiveness new technology loses faith viability succumbs joyless specialeffects excess ,2
2623,brosnan feral film ve seen halle berry best ,3
2624,director carl franklin  crisp economical false  bogs genre cliches ,3
2625,thoughtful  reverent portrait essentially subculture  rules love family  governance hierarchy ,4
2626,ticketbuyers great expectations wind glum mr niro ,0
2627,nauseating spinning credits sequence talented underutilized supporting cast  bartleby squanders gives ,1
2629,lrb davis rrb wants cause audience epiphany  refuses real situations characters ,1
2630,darned nt riveted seats ,4
2631,rashomonfordipsticks tale ,0
2632,good actors radar juicy roles  s plethora characters picture  flat ,3
2633,genuine mindbender ,3
2634,bracingly truthful antidote hollywood teenage movies slather clearasil blemishes youth captures combustible mixture chafing inner loneliness desperate grandiosity tend characterize puberty ,3
2635,unexpectedly sweet story sisterhood ,3
2636,ultimately  jane learns place girl  softens loses intensity interesting character begin ,2
2637,s beautiful film  elaborate twisted characters  s pretty funny ,4
2638,s ambitious film  ambitious films  problems ,3
2639,deep substantial ,1
2640,disney ransacks archives quickbuck sequel ,1
2641,vivid  spicy footnote history  movie grips holds rapt attention start finish ,3
2642,fresh infusion creativity  4ever promise threat wishful thinking ,1
2643,despite flaws  crazy hell marks encouraging new direction la salle ,3
2644,lowkey labor love strikes resonant chord ,3
2645,movie attempts laughs genre  gangstercrime comedy  wore welcome audiences years ago  cutesy reliance moviespecific cliches nt exactly endearing ,1
2646,urban landscapes detailed signs kiosks  color palette  lots somber blues pinks  dreamy evocative ,4
2647,cho s latest comic set nt sharp fresh m want  s damn funny stuff ,3
2648,welcome chinese film depict homosexual relationship mature frank fashion  lan yu catches dramatic ,1
2649,real triumphs igby come philippe  makes oliver far interesting character s lines suggest  sarandon  nt better cruel weirdly likable wasp matron ,3
2650,plethora engaging diatribes meaning  home   delivered grand passion members households ,3
2651,comingofage film,2
2652,ourside theatre roger intolerable company  inside s worth spending time ,4
2653,despite visual virtuosity   naqoyqatsi  banal message choice material convey ,1
2654,stealing harvard nt care cleverness  wit kind intelligent humor ,0
2655,saw  enjoyed ,4
2656,sum fears pretends exploration nuclear terrorism  s warmedover cold war paranoia ,0
2657,morton deserves oscar nomination ,4
2658,sentimental mess rings true ,0
2659,episodes work  nt ,1
2660,indulgent  slightly sunbaked summery mind  sex lucia prove diverting ,3
2661,represents depths girlsbehavingbadly film fallen ,1
2662,pompous garbled ,0
2663,depressingly retrograde   postfeminist  romantic comedy takes astonishingly condescending attitude women ,0
2664,sensitive fault  s overwritten  surfeit weighty revelations  flowery dialogue  nostalgia past roads taken ,1
2665,toospectacular coastal setting distracts slightly eccentric goodnaturedly aimless story ,3
2666,nt ,1
2667,horns halos benefits serendipity reminds responsibility question told truth ,3
2668,war movies focuses human interaction battle action sequences  s stronger ,4
2669,writerdirector juan carlos fresnadillo makes feature debut fully formed remarkably assured ,4
2670,new jangle noise  mayhem stupidity contender title ,0
2671,quiet family drama little bit romance dose darkness ,3
2672,children century  dressed  ultimately falls prey contradiction afflicts movies writers ,2
2673,festival cannes nails hard  boiled hollywood argot bracingly nasty accuracy  film  including casting  frustratingly unconvincing ,1
2674,woefully dull  redundant concept bears whiff exploitation  despite iwai s vaunted empathy ,0
2675,wife actress works lrb leads rrb companionable couple ,3
2676,asks audience sit enjoy couple great actors hamming ,3
2677,martyr gets royally screwed comes ,2
2678,scotland  pa entirely straightfaced transcend clever concept ,1
2679,miller crafted intriguing story maternal instincts misguided acts affection ,3
2680,silly  gross  s rarely moronic campus grossout films ,1
2681,gags  script  mixed bag ,1
2682,crisply movie mildly amusing ,2
2683,terrific casting solid execution stories life ,3
2684,promises compelling piece demonstrates children trained live carry parents  anguish ,3
2685,characters  paperthin  personalities undergo radical changes suits script ,0
2686,makes barbershop likable  flaws  pushiness decibel volume contemporary comedies ,3
2687,mild chuckles surrounded 86 minutes overlyfamiliar poorlyconstructed comedy ,1
2688,sure  s contrived predictable  performances tuned film comes winningly  s solid want ,3
2689,thought d  d watch teens poking genitals fruit pies ,1
2690,informative  intriguing  observant  touching  gives human face s discussed purely abstract terms ,4
2691,heartwarming scene impressively discreet filmmakers expected record mini dv  remarkable ability document sides emotional carwreck ,4
2692,humorless journey philosophical void ,0
2693,movie essentially series fleetingly interesting actors  moments ,2
2694,plot twists trying break heart attraction desperately needed ,3
2695,actionthriller finest kind  evoking memories day jackal  french connection  heat ,4
2696,drama discloses ,1
2697,s time let hair  greek style ,2
2698,wilco fans great time  movie win band new converts  ,3
2699,jokes sophomoric  stereotypes sprinkled acting ranges bad bodacious ,0
2700,wellcrafted film remarkable achieves emotional power moments revelation restraint delicate ambiguity ,3
2701,unspools like highbrow  lowkey  102minute infomercial  blending entrepreneurial zeal testimony satisfied customers ,2
2702,relatively effective little potboiler absurd  contrived  overblown  entirely implausible finale ,2
2703,half past dead achievement ,4
2704,rerelease ron howard s apollo 13 imax format proves absolutely   good things come enormous packages ,3
2705,long relentlessly saccharine film clear case preaching converted ,0
2706,short sweet  slight  tadpole pulls consequences actions revelations ,3
2707,wife actress moments looking comic effects jealousy ,4
